pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
3/13/2019 23:55,3/14/2019 0:07,1,2.8,12,3.15,0,18.95,yellow,credit card,Lincoln Square East,Manhattan Valley,Manhattan,Manhattan
3/7/2019 10:56,3/7/2019 11:03,2,0.68,6,0,0,9.3,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
3/9/2019 13:07,3/9/2019 13:26,3,1.8,13,3.26,0,19.56,yellow,credit card,Greenwich Village North,Kips Bay,Manhattan,Manhattan
3/22/2019 6:24,3/22/2019 6:24,1,1.7,2.5,0,0,5.8,yellow,credit card,Midtown North,Midtown North,Manhattan,Manhattan
3/17/2019 10:20,3/17/2019 10:26,1,0.89,6.5,1.15,0,10.95,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
3/21/2019 9:01,3/21/2019 9:10,1,0.91,7.5,2.16,0,12.96,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
3/1/2019 19:07,3/1/2019 19:12,1,0.8,5.5,0,0,9.8,yellow,cash,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
3/11/2019 8:31,3/11/2019 8:51,1,3.27,14.5,3.56,0,21.36,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
3/7/2019 21:40,3/7/2019 21:47,1,1.75,7.5,2.26,0,13.56,yellow,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan
3/23/2019 14:47,3/23/2019 14:51,1,0.7,5,0,0,8.3,yellow,cash,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan
3/24/2019 13:43,3/24/2019 13:52,2,1.16,7.5,2.7,0,13.5,yellow,credit card,Alphabet City,Greenwich Village South,Manhattan,Manhattan
3/21/2019 14:18,3/21/2019 14:35,1,1.7,11.5,2,0,16.8,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
3/11/2019 7:22,3/11/2019 8:38,1,15.7,58.5,6,0,65.3,yellow,credit card,JFK Airport,Prospect-Lefferts Gardens,Queens,Brooklyn
3/6/2019 8:30,3/6/2019 9:05,1,5.95,25.5,2,0,30.8,yellow,credit card,Upper West Side South,Battery Park City,Manhattan,Manhattan
3/16/2019 20:53,3/16/2019 21:00,1,1.3,7,1,0,11.8,yellow,credit card,Upper West Side South,Lincoln Square West,Manhattan,Manhattan
3/22/2019 10:59,3/22/2019 11:21,3,3.48,16,1.5,0,20.8,yellow,credit card,Midtown South,Upper West Side South,Manhattan,Manhattan
3/14/2019 18:47,3/14/2019 18:57,2,1.47,8,2.46,0,14.76,yellow,credit card,Midtown Center,Lenox Hill West,Manhattan,Manhattan
3/6/2019 11:13,3/6/2019 11:35,1,1.7,13.5,0,0,16.8,yellow,cash,Garment District,Union Sq,Manhattan,Manhattan
3/13/2019 21:12,3/13/2019 21:26,5,2.46,11.5,0,0,15.3,yellow,cash,Little Italy/NoLiTa,Penn Station/Madison Sq West,Manhattan,Manhattan
3/14/2019 8:47,3/14/2019 9:02,2,1.4,10.5,1,0,14.8,yellow,credit card,Financial District North,Hudson Sq,Manhattan,Manhattan
3/25/2019 15:43,3/25/2019 15:51,1,0.62,6,1.4,0,10.7,yellow,credit card,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/19/2019 10:06,3/19/2019 10:29,3,2.66,15.5,3.76,0,22.56,yellow,credit card,West Village,Murray Hill,Manhattan,Manhattan
3/8/2019 8:28,3/8/2019 8:36,5,0.7,6.5,1.96,0,11.76,yellow,credit card,Clinton West,East Chelsea,Manhattan,Manhattan
3/3/2019 18:37,3/3/2019 18:45,2,1.2,7,2.05,0,12.35,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
3/10/2019 3:38,3/10/2019 3:48,1,2.39,10,2.76,0,16.56,yellow,credit card,East Harlem South,Manhattan Valley,Manhattan,Manhattan
3/17/2019 22:08,3/17/2019 22:24,2,3.77,14,2.67,0,20.47,yellow,credit card,Murray Hill,Long Island City/Hunters Point,Manhattan,Queens
3/31/2019 14:36,3/31/2019 14:48,1,2.3,10,2.66,0,15.96,yellow,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan
3/10/2019 21:04,3/10/2019 21:14,1,2.7,10.5,0,0,11.8,yellow,cash,East Harlem North,East Concourse/Concourse Village,Manhattan,Bronx
3/20/2019 16:17,3/20/2019 16:36,5,2.07,13,0,0,17.3,yellow,cash,Meatpacking/West Village West,Alphabet City,Manhattan,Manhattan
3/2/2019 10:30,3/2/2019 10:40,1,1.48,8,2.26,0,13.56,yellow,credit card,Murray Hill,Times Sq/Theatre District,Manhattan,Manhattan
3/2/2019 10:02,3/2/2019 10:27,5,4.4,19,4.45,0,26.75,yellow,credit card,Penn Station/Madison Sq West,World Trade Center,Manhattan,Manhattan
3/28/2019 9:56,3/28/2019 10:29,1,10,34,0,5.76,43.06,yellow,cash,Midtown North,LaGuardia Airport,Manhattan,Queens
3/11/2019 10:48,3/11/2019 11:20,1,2.2,19,0,0,22.3,yellow,cash,Midtown Center,West Chelsea/Hudson Yards,Manhattan,Manhattan
3/23/2019 12:26,3/23/2019 12:35,2,1.6,8,0,0,11.3,yellow,cash,Lenox Hill West,Central Park,Manhattan,Manhattan
3/12/2019 15:09,3/12/2019 15:32,1,4.15,18.5,6.54,0,28.34,yellow,credit card,World Trade Center,West Chelsea/Hudson Yards,Manhattan,Manhattan
3/31/2019 13:57,3/31/2019 14:04,3,0.8,6,0,0,9.3,yellow,cash,Flatiron,West Chelsea/Hudson Yards,Manhattan,Manhattan
3/23/2019 7:46,3/23/2019 7:47,1,0.5,3.5,1.25,0,5.55,yellow,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
3/3/2019 3:58,3/3/2019 4:08,3,1.85,9,1,0,13.8,yellow,credit card,Midtown South,West Village,Manhattan,Manhattan
3/21/2019 1:45,3/21/2019 2:11,1,19.62,52,11.06,0,66.36,yellow,credit card,JFK Airport,Seaport,Queens,Manhattan
3/25/2019 16:30,3/25/2019 16:45,3,2.71,12.5,4.2,0,21,yellow,credit card,SoHo,UN/Turtle Bay South,Manhattan,Manhattan
3/23/2019 19:29,3/23/2019 19:36,1,1.01,6.5,0,0,9.8,yellow,cash,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
3/18/2019 10:50,3/18/2019 10:57,2,1.02,6.5,0,0,9.8,yellow,cash,Central Park,Midtown Center,Manhattan,Manhattan
3/24/2019 19:01,3/24/2019 19:03,1,0.3,3.5,0,0,7.8,yellow,cash,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
3/13/2019 11:57,3/13/2019 12:03,1,0.38,5.5,0,0,8.8,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
3/13/2019 17:24,3/13/2019 17:45,1,2.44,14.5,3.76,0,22.56,yellow,credit card,Upper East Side South,Gramercy,Manhattan,Manhattan
3/23/2019 17:09,3/23/2019 17:46,1,5.43,25.5,0,0,26.3,yellow,credit card,Upper West Side North,Flatiron,Manhattan,Manhattan
3/23/2019 11:05,3/23/2019 11:13,1,1.6,8,0,0,11.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan
3/14/2019 17:25,3/14/2019 17:41,2,1.6,11,0,0,15.3,yellow,cash,Flatiron,Times Sq/Theatre District,Manhattan,Manhattan
3/7/2019 5:41,3/7/2019 5:50,1,0.6,6.5,1.95,0,11.75,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
3/11/2019 14:27,3/11/2019 14:54,6,8.83,29,0,5.76,38.06,yellow,cash,LaGuardia Airport,Midtown East,Queens,Manhattan
3/4/2019 8:30,3/4/2019 8:40,1,1,8,2.25,0,13.55,yellow,credit card,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan
3/20/2019 10:13,3/20/2019 10:27,2,2,10.5,0,0,13.8,yellow,cash,Midtown North,Union Sq,Manhattan,Manhattan
3/26/2019 8:43,3/26/2019 9:01,1,2.19,13,1,0,17.3,yellow,credit card,Yorkville West,Midtown Center,Manhattan,Manhattan
3/31/2019 16:13,3/31/2019 16:19,2,0.9,6,1.4,0,10.7,yellow,credit card,Yorkville East,Lenox Hill West,Manhattan,Manhattan
3/27/2019 22:56,3/27/2019 23:08,1,2.3,10.5,2.86,0,17.16,yellow,credit card,Little Italy/NoLiTa,East Chelsea,Manhattan,Manhattan
3/7/2019 18:53,3/7/2019 19:09,1,2.14,11.5,0,0,15.8,yellow,cash,West Village,Times Sq/Theatre District,Manhattan,Manhattan
3/9/2019 0:28,3/9/2019 0:32,3,0.89,5,1.76,0,10.56,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
3/21/2019 8:24,3/21/2019 8:29,2,0.6,5,1.65,0,9.95,yellow,credit card,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
3/13/2019 20:37,3/13/2019 20:48,1,1.06,8,2.36,0,14.16,yellow,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
3/12/2019 19:04,3/12/2019 19:13,1,1.03,7.5,0,0,11.8,yellow,cash,Garment District,Times Sq/Theatre District,Manhattan,Manhattan
3/10/2019 4:50,3/10/2019 4:52,1,0.5,4,1.55,0,9.35,yellow,credit card,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan
3/19/2019 20:13,3/19/2019 20:32,1,5.41,19,4.56,0,27.36,yellow,credit card,Lower East Side,Central Park,Manhattan,Manhattan
3/2/2019 9:13,3/2/2019 9:19,1,0.77,5.5,1.76,0,10.56,yellow,credit card,Greenwich Village North,Union Sq,Manhattan,Manhattan
3/21/2019 18:57,3/21/2019 19:30,1,10.79,31.5,10.39,5.76,51.95,yellow,credit card,Midtown Center,LaGuardia Airport,Manhattan,Queens
3/30/2019 10:17,3/30/2019 10:22,1,0.8,5.5,0,0,8.8,yellow,cash,Sutton Place/Turtle Bay North,Midtown North,Manhattan,Manhattan
3/16/2019 2:43,3/16/2019 2:57,5,7.77,23,0,0,26.8,yellow,cash,Clinton East,Washington Heights North,Manhattan,Manhattan
3/23/2019 2:16,3/23/2019 2:32,1,3.75,14.5,3.66,0,21.96,yellow,credit card,Meatpacking/West Village West,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/26/2019 18:36,3/26/2019 19:03,1,3.25,19,4.66,0,27.96,yellow,credit card,Battery Park City,East Village,Manhattan,Manhattan
3/27/2019 16:19,3/27/2019 16:30,1,1.6,9.5,0,0,13.8,yellow,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan
3/11/2019 17:37,3/11/2019 17:44,1,0.99,6.5,2.16,0,12.96,yellow,credit card,Hudson Sq,TriBeCa/Civic Center,Manhattan,Manhattan
3/9/2019 3:21,3/9/2019 3:26,1,1.28,6,1.96,0,11.76,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
3/1/2019 0:32,3/1/2019 0:53,1,5.34,19,2,0,24.8,yellow,credit card,Clinton East,Sunnyside,Manhattan,Queens
3/14/2019 19:28,3/14/2019 19:32,1,0.6,5,2.32,0,11.62,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
3/8/2019 7:50,3/8/2019 8:02,1,1.88,9.5,0,0,12.8,yellow,cash,Lincoln Square West,Clinton East,Manhattan,Manhattan
3/11/2019 10:43,3/11/2019 11:26,5,10.16,38.5,9.82,0,49.12,yellow,credit card,JFK Airport,Canarsie,Queens,Brooklyn
3/20/2019 6:59,3/20/2019 7:03,1,0.91,5,1.66,0,9.96,yellow,credit card,Union Sq,Midtown South,Manhattan,Manhattan
3/7/2019 14:25,3/7/2019 14:30,1,0.7,5,1.65,0,9.95,yellow,credit card,East Chelsea,West Village,Manhattan,Manhattan
3/8/2019 6:50,3/8/2019 6:55,1,1.5,6.5,1.95,0,11.75,yellow,credit card,Greenwich Village South,Penn Station/Madison Sq West,Manhattan,Manhattan
3/7/2019 20:25,3/7/2019 20:33,1,2.1,8.5,1.2,0,13.5,yellow,credit card,Midtown East,Upper East Side North,Manhattan,Manhattan
3/13/2019 19:50,3/13/2019 20:17,1,10,31,0,5.76,40.56,yellow,credit card,Penn Station/Madison Sq West,LaGuardia Airport,Manhattan,Queens
3/15/2019 19:05,3/15/2019 19:18,4,2.51,20,4.56,0,27.36,yellow,credit card,West Village,Battery Park,Manhattan,Manhattan
3/15/2019 10:59,3/15/2019 11:14,1,1.27,10,2.66,0,15.96,yellow,credit card,Flatiron,Penn Station/Madison Sq West,Manhattan,Manhattan
3/14/2019 15:11,3/14/2019 15:21,1,0.85,7.5,0,0,10.8,yellow,cash,Manhattan Valley,Upper West Side North,Manhattan,Manhattan
3/17/2019 16:59,3/17/2019 18:04,2,36.7,150,0,24.02,174.82,yellow,cash,JFK Airport,JFK Airport,Queens,Queens
3/29/2019 20:08,3/29/2019 20:24,1,2.2,11.5,3.06,0,18.36,yellow,credit card,Murray Hill,Alphabet City,Manhattan,Manhattan
3/21/2019 21:36,3/21/2019 21:45,1,1.24,7.5,0,0,11.3,yellow,cash,Midtown Center,Murray Hill,Manhattan,Manhattan
3/21/2019 11:50,3/21/2019 11:58,3,0.73,6.5,0,0,9.8,yellow,credit card,Flatiron,Union Sq,Manhattan,Manhattan
3/18/2019 6:52,3/18/2019 6:56,1,0.7,4.5,1.55,0,9.35,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
3/7/2019 20:05,3/7/2019 20:11,1,0.5,5,2.6,0,11.4,yellow,credit card,Midtown Center,Midtown South,Manhattan,Manhattan
3/4/2019 10:10,3/4/2019 10:20,1,3.23,11.5,2,0,14.3,yellow,credit card,Washington Heights South,Central Harlem North,Manhattan,Manhattan
3/20/2019 12:15,3/20/2019 12:34,1,1.28,12.5,0,0,15.8,yellow,cash,Murray Hill,Central Park,Manhattan,Manhattan
3/16/2019 1:36,3/16/2019 1:43,1,1.6,7.5,2,0,13.3,yellow,credit card,Penn Station/Madison Sq West,Central Park,Manhattan,Manhattan
3/30/2019 17:20,3/30/2019 17:35,1,3.03,13.5,2.52,0,19.32,yellow,credit card,Clinton East,Upper West Side North,Manhattan,Manhattan
3/1/2019 22:08,3/1/2019 22:22,1,3.02,13,3.36,0,20.16,yellow,credit card,Upper West Side South,Manhattanville,Manhattan,Manhattan
3/24/2019 7:16,3/24/2019 7:19,1,0.9,4.5,0,0,7.8,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
3/15/2019 7:19,3/15/2019 7:33,1,1.72,10.5,3.45,0,17.25,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
3/18/2019 15:45,3/18/2019 15:56,2,1.11,8.5,0,0,11.8,yellow,cash,UN/Turtle Bay South,Lenox Hill West,Manhattan,Manhattan
3/14/2019 16:56,3/14/2019 17:13,1,2.8,13.5,2.25,0,20.05,yellow,credit card,Lenox Hill East,Upper West Side North,Manhattan,Manhattan
3/24/2019 22:56,3/24/2019 23:15,1,6.56,22,7.26,5.76,36.32,yellow,credit card,LaGuardia Airport,Central Harlem,Queens,Manhattan
3/15/2019 18:18,3/15/2019 18:28,1,2.25,9.5,0,0,13.8,yellow,cash,Times Sq/Theatre District,Central Park,Manhattan,Manhattan
3/31/2019 0:14,3/31/2019 0:25,1,1.2,8.5,2.45,0,14.75,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan
3/4/2019 21:08,3/4/2019 21:18,1,1.96,9.5,2.66,0,15.96,yellow,credit card,Sutton Place/Turtle Bay North,Gramercy,Manhattan,Manhattan
3/22/2019 16:31,3/22/2019 16:42,1,1.3,8.5,1,0,13.8,yellow,credit card,Upper East Side North,Central Park,Manhattan,Manhattan
3/28/2019 12:22,3/28/2019 12:27,1,0.68,5,0,0,8.3,yellow,cash,Upper West Side South,Upper West Side South,Manhattan,Manhattan
3/24/2019 13:57,3/24/2019 14:19,1,6.16,20.5,0,0,21.3,yellow,credit card,East Harlem North,Kips Bay,Manhattan,Manhattan
3/19/2019 21:33,3/19/2019 21:40,2,1.02,6.5,0,0,10.3,yellow,cash,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
3/13/2019 12:29,3/13/2019 12:40,2,1.05,8,0,0,11.3,yellow,cash,Midtown South,Central Park,Manhattan,Manhattan
3/15/2019 8:27,3/15/2019 8:32,1,0.7,5,0,0,8.3,yellow,cash,Midtown South,East Chelsea,Manhattan,Manhattan
3/11/2019 18:19,3/11/2019 18:29,2,1.38,8,2.46,0,14.76,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
3/15/2019 8:01,3/15/2019 8:33,1,4.64,22,0,0,25.3,yellow,credit card,Central Harlem,Murray Hill,Manhattan,Manhattan
3/30/2019 11:57,3/30/2019 12:01,1,0.95,5.5,0,0,8.8,yellow,cash,Lenox Hill West,Midtown North,Manhattan,Manhattan
3/12/2019 13:05,3/12/2019 13:31,2,4.28,19.5,3,0,25.8,yellow,credit card,Battery Park City,Garment District,Manhattan,Manhattan
3/19/2019 20:30,3/19/2019 20:38,1,1.32,7.5,2.26,0,13.56,yellow,credit card,Kips Bay,Greenwich Village North,Manhattan,Manhattan
3/29/2019 22:12,3/29/2019 22:23,3,1.41,8.5,3.69,0,15.99,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan
3/2/2019 19:36,3/2/2019 20:05,1,3.37,18.5,3,0,24.8,yellow,credit card,Upper East Side South,Union Sq,Manhattan,Manhattan
3/11/2019 15:38,3/11/2019 15:58,3,2.35,14,3.46,0,20.76,yellow,credit card,East Chelsea,Lower East Side,Manhattan,Manhattan
3/27/2019 20:22,3/27/2019 20:25,1,0.64,4.5,1.5,0,9.8,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
3/28/2019 19:47,3/28/2019 19:54,1,1.1,6.5,2.7,0,13.5,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
3/12/2019 23:08,3/12/2019 23:25,1,3.73,14.5,3.66,0,21.96,yellow,credit card,Upper East Side South,Gramercy,Manhattan,Manhattan
3/29/2019 5:54,3/29/2019 5:58,1,0.7,5,0,0,8.8,yellow,cash,East Village,Alphabet City,Manhattan,Manhattan
3/11/2019 11:38,3/11/2019 12:03,5,3.82,19.5,0,0,22.8,yellow,cash,Sutton Place/Turtle Bay North,East Village,Manhattan,Manhattan
3/4/2019 18:25,3/4/2019 18:32,1,1.36,7,0,0,11.3,yellow,cash,Central Park,Clinton West,Manhattan,Manhattan
3/15/2019 8:42,3/15/2019 8:47,1,0.64,5,1,0,9.3,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
3/20/2019 21:03,3/20/2019 21:11,1,1.79,8.5,0,0,12.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan
3/21/2019 15:19,3/21/2019 15:32,3,1.7,10.5,0,0,11.3,yellow,credit card,East Harlem South,Central Harlem,Manhattan,Manhattan
3/16/2019 22:38,3/16/2019 22:53,6,3.54,13.5,3.46,0,20.76,yellow,credit card,Times Sq/Theatre District,Manhattan Valley,Manhattan,Manhattan
3/24/2019 13:44,3/24/2019 14:04,6,5.39,19,0,0,22.3,yellow,cash,Battery Park,Union Sq,Manhattan,Manhattan
3/13/2019 9:06,3/13/2019 9:33,1,6.71,25,0,0,28.3,yellow,credit card,Lenox Hill West,Washington Heights South,Manhattan,Manhattan
3/16/2019 0:38,3/16/2019 0:52,1,3.4,13,0,0,16.8,yellow,cash,Midtown South,Upper West Side North,Manhattan,Manhattan
3/31/2019 13:19,3/31/2019 13:29,3,1.15,8,0,0,11.3,yellow,cash,East Chelsea,Times Sq/Theatre District,Manhattan,Manhattan
3/21/2019 21:50,3/21/2019 22:07,1,2.28,12.5,3.26,0,19.56,yellow,credit card,Gramercy,Times Sq/Theatre District,Manhattan,Manhattan
3/20/2019 19:06,3/20/2019 19:25,4,4.86,17.5,4.36,0,26.16,yellow,credit card,SoHo,Lincoln Square East,Manhattan,Manhattan
3/31/2019 17:25,3/31/2019 17:49,1,3.93,18,4.26,0,25.56,yellow,credit card,Upper West Side South,Gramercy,Manhattan,Manhattan
3/19/2019 20:49,3/19/2019 21:06,1,5,17.5,4.25,0,25.55,yellow,credit card,Midtown East,Financial District North,Manhattan,Manhattan
3/8/2019 10:42,3/8/2019 10:50,1,1,7,2.06,0,12.36,yellow,credit card,West Village,SoHo,Manhattan,Manhattan
3/29/2019 22:58,3/29/2019 23:26,5,11.25,33.5,8.61,5.76,51.67,yellow,credit card,Union Sq,North Corona,Manhattan,Queens
3/4/2019 9:50,3/4/2019 10:03,1,2.1,10.5,4,0,17.8,yellow,credit card,West Village,Times Sq/Theatre District,Manhattan,Manhattan
3/24/2019 9:01,3/24/2019 9:04,1,0.62,4.5,0,0,7.8,yellow,cash,East Village,SoHo,Manhattan,Manhattan
3/30/2019 0:47,3/30/2019 1:06,1,2.89,15,3.76,0,22.56,yellow,credit card,Lower East Side,Williamsburg (South Side),Manhattan,Brooklyn
3/19/2019 9:35,3/19/2019 9:52,6,2.75,13.5,4.2,0,21,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan
3/21/2019 1:28,3/21/2019 1:34,5,1.69,7.5,0,0,8.8,yellow,cash,Elmhurst,Woodside,Queens,Queens
3/20/2019 1:47,3/20/2019 2:14,4,19.16,52,8.78,5.76,67.34,yellow,credit card,JFK Airport,East Harlem South,Queens,Manhattan
3/22/2019 13:47,3/22/2019 14:01,1,1,9.5,2,0,14.8,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
3/22/2019 15:58,3/22/2019 16:04,1,1.2,6,1.55,0,11.85,yellow,credit card,Flatiron,West Village,Manhattan,Manhattan
3/28/2019 13:03,3/28/2019 13:32,1,7.4,25.5,5.76,0,34.56,yellow,credit card,Battery Park City,Midtown East,Manhattan,Manhattan
3/20/2019 9:08,3/20/2019 9:13,1,1,6,1.85,0,11.15,yellow,credit card,Gramercy,Murray Hill,Manhattan,Manhattan
3/2/2019 11:53,3/2/2019 11:56,6,1.03,5,2.08,0,10.38,yellow,credit card,Upper West Side North,Lincoln Square East,Manhattan,Manhattan
3/12/2019 17:27,3/12/2019 17:40,2,1.4,9.5,2.75,0,16.55,yellow,credit card,Times Sq/Theatre District,East Chelsea,Manhattan,Manhattan
3/23/2019 17:36,3/23/2019 17:57,1,2.65,15,3.66,0,21.96,yellow,credit card,Yorkville West,Times Sq/Theatre District,Manhattan,Manhattan
3/23/2019 23:50,3/23/2019 23:58,2,2.2,9,2.56,0,15.36,yellow,credit card,TriBeCa/Civic Center,Penn Station/Madison Sq West,Manhattan,Manhattan
3/10/2019 12:43,3/10/2019 12:51,1,1,7,2.05,0,12.35,yellow,credit card,West Village,East Village,Manhattan,Manhattan
3/21/2019 21:56,3/21/2019 22:03,1,0.76,6,0.98,0,10.78,yellow,credit card,Gramercy,UN/Turtle Bay South,Manhattan,Manhattan
3/1/2019 17:53,3/1/2019 17:54,1,0,52,13.66,8.5,81.96,yellow,credit card,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
3/13/2019 22:45,3/13/2019 22:57,1,1.82,9.5,2,0,15.3,yellow,credit card,West Chelsea/Hudson Yards,Murray Hill,Manhattan,Manhattan
3/26/2019 12:50,3/26/2019 12:53,1,0.43,4,0,0,7.3,yellow,cash,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/21/2019 13:45,3/21/2019 13:56,1,0.9,8,1.7,0,13,yellow,credit card,Midtown East,Midtown North,Manhattan,Manhattan
3/17/2019 16:52,3/17/2019 17:00,1,1.5,7.5,2.15,0,12.95,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
3/9/2019 11:12,3/9/2019 11:20,6,1.7,8,1,0,12.3,yellow,credit card,Garment District,Lincoln Square East,Manhattan,Manhattan
3/1/2019 13:31,3/1/2019 13:40,5,1.27,7.5,2.16,0,12.96,yellow,credit card,Kips Bay,Midtown Center,Manhattan,Manhattan
3/30/2019 22:15,3/30/2019 22:37,2,3.26,15.5,0,0,19.3,yellow,cash,Lenox Hill East,East Chelsea,Manhattan,Manhattan
3/4/2019 20:04,3/4/2019 20:11,5,1.34,7,1,0,11.8,yellow,credit card,Yorkville West,Upper West Side South,Manhattan,Manhattan
3/8/2019 0:38,3/8/2019 0:59,1,6.05,21.5,5.06,0,30.36,yellow,credit card,Lower East Side,Upper West Side South,Manhattan,Manhattan
3/17/2019 11:04,3/17/2019 11:21,1,1.8,10.5,3.45,0,17.25,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan
3/5/2019 21:39,3/5/2019 21:49,5,1.31,8,0,0,11.8,yellow,cash,Clinton East,Midtown East,Manhattan,Manhattan
3/13/2019 10:57,3/13/2019 11:03,1,0.83,6,1.86,0,11.16,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
3/11/2019 21:19,3/11/2019 21:29,1,2.09,9.5,2.66,0,15.96,yellow,credit card,Battery Park City,Financial District North,Manhattan,Manhattan
3/20/2019 18:09,3/20/2019 18:16,1,1.52,7.5,2.36,0,14.16,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
3/9/2019 11:08,3/9/2019 11:18,1,2.05,9.5,2.56,0,15.36,yellow,credit card,Lenox Hill West,Upper West Side South,Manhattan,Manhattan
3/22/2019 18:12,3/22/2019 18:22,1,1.07,7.5,2.36,0,14.16,yellow,credit card,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
3/7/2019 18:02,3/7/2019 18:13,1,1.8,9,1.33,0,14.63,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
3/24/2019 15:05,3/24/2019 15:26,1,2.29,15,0,0,15.8,green,cash,Forest Hills,Corona,Queens,Queens
3/14/2019 22:04,3/14/2019 22:10,1,0.8,5.5,0,0,6.8,green,credit card,Kew Gardens,Kew Gardens,Queens,Queens
3/29/2019 18:12,3/29/2019 18:20,1,1.51,7.5,1.2,0,10.5,green,credit card,East Harlem North,East Harlem South,Manhattan,Manhattan
3/6/2019 11:11,3/6/2019 11:15,1,0.45,4.5,0,0,5.3,green,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
3/4/2019 18:43,3/4/2019 18:46,1,0.61,4,0,0,5.8,green,cash,Carroll Gardens,Carroll Gardens,Brooklyn,Brooklyn
3/12/2019 21:11,3/12/2019 21:41,1,15.78,42.82,0,5.76,49.08,green,credit card,Maspeth,Marble Hill,Queens,Manhattan
3/17/2019 18:02,3/17/2019 18:33,1,12.79,38.5,8.39,2.64,50.33,green,credit card,Bronx Park,Bloomingdale,Bronx,Manhattan
3/30/2019 20:59,3/30/2019 21:46,1,24.48,63.53,0,5.76,69.79,green,credit card,Starrett City,Washington Heights North,Brooklyn,Manhattan
3/29/2019 16:25,3/29/2019 17:15,1,12.76,39.5,0,0,41.3,green,credit card,Brighton Beach,Richmond Hill,Brooklyn,Queens
3/30/2019 3:38,3/30/2019 3:38,1,0.07,2.5,0,0,3.8,green,cash,East Concourse/Concourse Village,East Concourse/Concourse Village,Bronx,Bronx
3/3/2019 15:56,3/3/2019 16:15,1,2.92,14.5,3.61,0,21.66,green,credit card,Williamsburg (North Side),Little Italy/NoLiTa,Brooklyn,Manhattan
3/23/2019 23:49,3/24/2019 0:07,2,3.83,15,3.26,0,19.56,green,credit card,Downtown Brooklyn/MetroTech,Stuyvesant Heights,Brooklyn,Brooklyn
3/22/2019 14:56,3/22/2019 16:09,1,18.91,61,0,5.76,67.56,green,credit card,East New York,Melrose South,Brooklyn,Bronx
3/31/2019 6:57,3/31/2019 7:18,1,6.5,22,0,0,22.8,green,credit card,Brownsville,Richmond Hill,Brooklyn,Queens
